client_id,clnt_tenure_yr,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth,bal_category,account_since_child
4081355,13,75,F,2,43455.89,3,6,medio,no
4081642,4,42,U,2,26823.1,6,9,bajo,no
4082227,15,58,F,2,66940.39,1,4,medio,no
4082452,9,52,M,2,64105.67,2,5,medio,no
4082474,15,69,M,2,54838.53,2,5,medio,no
4082632,4,66,U,2,38476.06,1,4,medio,no
4082920,18,67,M,2,161946.65999999997,4,7,alto,no
4083216,8,62,U,2,49354.78,1,4,medio,no
4083243,5,57,U,2,115201.45,0,3,medio,no
4083477,24,27,F,2,1764034.7,1,4,alto,yes
4083799,13,64,F,3,227214.56,3,6,alto,no
4083801,7,66,U,2,70665.37,3,6,medio,no
4083986,22,43,U,2,123170.87,3,6,medio,no
4084333,5,57,F,2,41369.9,6,9,medio,no
4084575,13,52,F,2,27205.17,0,3,bajo,no
4084703,6,30,U,2,37382.14,6,9,bajo,no
4084839,21,54,M,3,1987370.97,6,9,alto,no
4085154,5,24,U,3,44932.2,2,5,medio,no
4085199,10,33,F,2,51171.17999999999,3,6,medio,no
4085238,5,23,U,2,62106.29,4,7,medio,no
4085599,9,43,M,2,37823.72,0,3,medio,no
4085994,14,42,M,2,88120.04999999999,2,5,medio,no
4086061,14,45,F,2,123476.01,6,9,medio,no
4086452,26,64,M,2,531478.63,0,3,alto,no
4086613,6,58,U,2,224085.47,6,9,alto,no
4087259,7,65,U,2,36310.72,1,4,bajo,no
4087635,7,68,U,2,135420.63,6,9,medio,no
4087696,14,28,F,2,34558.35,3,6,bajo,yes
4087981,11,27,M,2,37871.38,2,5,medio,yes
4088251,20,28,F,2,44158.77,0,3,medio,yes
4088467,13,36,F,2,103756.74,0,3,medio,no
4088681,14,49,F,2,24356.95,0,3,bajo,no
4089005,7,61,U,2,193896.98,6,9,alto,no
4089083,4,60,U,2,24953.79,2,5,bajo,no
4089089,15,49,F,2,146147.21,3,6,alto,no
4089185,5,56,U,2,30925.55,0,3,bajo,no
4089647,9,41,M,2,38710.68,0,3,medio,no
4089994,23,72,F,2,58231.11,0,3,medio,no
4090058,4,54,U,2,73209.95999999999,6,9,medio,no
4090225,19,53,F,2,32718.0,3,6,bajo,no
4090544,14,51,M,2,45798.27,2,5,medio,no
4090794,22,43,M,3,76494.5,6,9,medio,no
4090961,20,64,U,2,40610.03999999999,3,6,medio,no
4091136,6,23,U,2,38530.52,2,5,medio,yes
4091619,5,38,U,2,56705.38,6,9,medio,no
4091772,13,49,M,2,136907.11,2,5,medio,no
4092262,8,29,U,3,56228.72,2,5,medio,no
4092629,6,47,U,2,57524.86,1,4,medio,no
4093095,13,45,F,2,35381.05,4,7,bajo,no
4094074,15,76,M,2,136537.39,1,4,medio,no
4094092,10,40,F,2,91387.21,2,5,medio,no
4094154,21,56,F,2,26606.53,0,3,bajo,no
4094463,9,29,M,2,34345.19,0,4,bajo,no
4094805,15,32,M,2,44920.22,6,9,medio,yes
4094897,4,18,U,2,45462.81,0,3,medio,yes
4095211,12,34,F,2,45639.59,0,3,medio,no
4095697,14,54,F,2,33754.869999999995,0,3,bajo,no
4096272,6,27,U,2,33844.49,1,4,bajo,no
4096581,13,51,F,2,67463.28,3,6,medio,no
4096660,21,23,F,3,114949.92,1,4,medio,yes
4097289,34,76,M,3,555496.0700000001,6,9,alto,no
4097339,27,57,M,3,132030.33000000002,2,5,medio,no
4097570,14,64,F,2,185303.72,4,7,alto,no
4097842,12,45,M,2,41684.42,0,3,medio,no
4097959,5,53,U,2,52816.33,1,4,medio,no
4097966,20,32,M,2,33327.899999999994,0,3,bajo,yes
4098071,21,65,M,2,33597.84,2,5,bajo,no
4098097,23,68,F,2,36497.83,0,3,bajo,no
4098272,13,41,M,2,27713.23,0,3,bajo,no
4098282,9,46,M,2,29285.58,6,9,bajo,no
4098525,22,54,M,2,710948.9800000001,6,9,alto,no
4098855,23,58,F,2,183083.88,6,9,alto,no
4098881,25,57,M,2,229403.97,4,7,alto,no
4098943,10,61,M,2,711509.7000000001,1,4,alto,no
4098999,7,61,U,2,54036.36,2,5,medio,no
4099147,6,37,U,2,28474.35,2,5,bajo,no
4099573,7,65,U,2,45417.64,6,9,medio,no
4099580,14,57,F,2,115359.61,2,6,medio,no
4099602,6,38,U,2,43412.63,3,6,medio,no
4099829,20,66,F,2,68943.33,1,4,medio,no
4100161,21,46,M,2,264087.45,6,9,alto,no
4100291,13,62,F,3,242646.15,5,8,alto,no
4100506,5,26,U,2,50076.88,6,9,medio,no
4100642,7,32,U,2,32872.82,6,9,bajo,no
4100859,6,40,U,2,63405.35,6,9,medio,no
4100887,24,36,M,3,213949.81,2,5,alto,yes
4101005,23,44,M,2,328348.97,0,3,alto,no
4101033,6,30,F,3,32837.59,2,5,bajo,no
4101739,15,47,F,2,40316.73,1,4,medio,no
4101888,7,21,M,2,25202.9,3,6,bajo,yes
4101933,16,60,F,2,94976.83,2,5,medio,no
4102060,15,47,F,2,100383.74,0,3,medio,no
4102238,4,26,U,2,26351.38,3,6,bajo,no
4102473,4,30,U,3,38370.01,0,3,medio,no
4102668,6,34,U,2,32964.04,3,6,bajo,no
4102723,6,55,F,2,48359.76,6,9,medio,no
4103512,7,29,U,2,61444.53,3,6,medio,no
4103576,6,72,U,2,42784.03,2,5,medio,no
4103879,15,44,F,2,60751.47,1,4,medio,no
4104089,7,54,U,2,106519.59,6,9,medio,no
4104125,15,61,M,3,62943.46,1,4,medio,no
4104207,8,45,F,3,66109.13,1,4,medio,no
4104349,16,56,M,2,33940.44,4,7,bajo,no
4104396,9,49,M,4,206104.97,5,8,alto,no
4104463,6,47,U,2,272985.57,3,6,alto,no
4104497,4,18,U,2,38818.93,1,4,medio,yes
4104755,14,55,M,2,31714.52,0,3,bajo,no
4105116,18,49,U,2,66186.17,1,4,medio,no
4105118,17,54,M,2,2602938.73,3,6,alto,no
4105263,5,57,U,2,58770.98,4,7,medio,no
4105704,14,41,F,3,151540.18,1,5,alto,no
4105875,32,65,M,3,982170.42,6,9,alto,no
4106010,6,47,U,2,24334.47,0,3,bajo,no
4106216,6,41,U,3,291005.34,4,7,alto,no
4106308,18,49,M,2,495469.58,6,9,alto,no
4106356,20,30,M,3,275690.54,5,8,alto,yes
4106367,5,24,U,2,27891.92,1,4,bajo,no
4106730,8,26,M,7,2106692.05,6,9,alto,no
4106857,15,34,F,2,91115.16,5,8,medio,no
4107185,22,43,M,2,158186.51,6,9,alto,no
4107255,4,25,U,2,32988.259999999995,3,6,bajo,no
4107591,9,56,F,2,71627.76,6,9,medio,no
4107723,14,51,M,2,28255.46,0,3,bajo,no
4107762,12,23,F,2,67005.69,1,5,medio,yes
4108261,15,65,F,2,30284.61,4,7,bajo,no
4108295,7,50,U,2,69704.2,2,5,medio,no
4108799,22,45,M,3,422592.62,5,8,alto,no
4109359,8,42,U,2,34353.42,5,8,bajo,no
4109719,11,37,F,2,57407.91,0,3,medio,no
4109815,21,44,M,3,209598.43,6,9,alto,no
4109861,27,81,F,3,1223892.27,6,9,alto,no
4110011,10,43,M,2,34561.55,5,8,bajo,no
4110312,8,66,U,2,36933.26,4,7,bajo,no
4110494,24,58,M,3,1683901.75,6,9,alto,no
4110552,11,29,M,5,199807.94,6,9,alto,no
4111144,15,53,F,2,23972.21,4,7,bajo,no
4111496,23,72,F,2,26875.92,4,8,bajo,no
4111814,15,49,M,2,113350.07,3,6,medio,no
4112213,23,29,M,3,56141.71,6,9,medio,yes
4112248,11,65,M,2,253519.35,6,9,alto,no
4112456,12,31,M,2,23851.69,0,3,bajo,no
4112474,21,24,M,2,145384.78999999998,4,7,alto,yes
4112563,11,36,M,2,51660.0,0,3,medio,no
4113140,18,51,M,2,244554.73,2,5,alto,no
4113740,9,31,M,2,53592.27,3,6,medio,no
4114037,6,37,U,2,125249.37,6,9,medio,no
4114730,7,39,U,3,77603.67,5,8,medio,no
4115450,14,29,M,2,43835.89,6,9,medio,yes
4115478,15,36,F,2,29056.01,6,9,bajo,no
4115540,10,25,F,2,75353.47,0,3,medio,yes
4115939,8,36,U,2,40074.46,1,4,medio,no
4116051,23,61,M,2,34859.369999999995,3,6,bajo,no
4116392,9,51,F,2,59096.62,1,5,medio,no
4116628,6,31,U,2,71776.85,3,6,medio,no
4116719,12,51,F,2,46158.19,2,5,medio,no
4116773,4,50,F,3,50126.51,3,6,medio,no
4116837,10,58,F,2,74015.03,3,6,medio,no
4117219,12,30,M,3,117832.61,2,5,medio,no
4117315,6,23,U,3,109883.87,3,6,medio,yes
4117506,4,33,U,2,44360.85,0,3,medio,no
4117938,5,29,U,2,47821.78,6,9,medio,no
4118034,20,68,U,3,218996.95,6,9,alto,no
4118156,6,43,U,2,23907.81,1,4,bajo,no
4118402,5,52,U,2,29621.42,4,7,bajo,no
4118627,6,28,U,2,258209.38,5,8,alto,no
4118752,6,38,U,2,63575.75,3,7,medio,no
4118789,8,71,U,2,213455.42,4,7,alto,no
4119087,14,71,M,2,104019.49,0,4,medio,no
4119453,6,44,M,2,43589.07,5,8,medio,no
4119789,11,52,M,2,33068.89,0,3,bajo,no
4119895,15,60,F,2,41540.17999999999,6,9,medio,no
4119989,19,32,F,2,113094.55,1,4,medio,yes
4120229,12,42,F,2,60748.31,4,7,medio,no
4120299,22,40,F,2,36347.44,5,8,bajo,no
4120456,14,76,F,2,48464.02,0,3,medio,no
4120526,18,46,M,3,62834.58,6,9,medio,no
4120604,2,42,U,2,29959.24,1,4,bajo,no
4121001,21,28,U,3,46363.96,1,4,medio,yes
4121100,13,29,F,2,31152.14,3,6,bajo,yes
4121121,20,67,M,2,99611.63,4,7,medio,no
4121467,10,32,M,2,106815.17,4,7,medio,no
4121606,10,28,M,2,32490.17,0,3,bajo,no
4122278,9,72,F,2,55980.92999999999,3,6,medio,no
4122372,18,37,F,2,47915.59,1,4,medio,no
4122475,18,58,M,2,791707.4500000001,5,8,alto,no
4122503,5,38,F,2,56609.79,1,4,medio,no
4122600,18,30,M,2,51532.5,6,9,medio,yes
4122934,5,23,U,2,52374.64,6,9,medio,no
4123026,21,60,M,3,63593.93,1,4,medio,no
4123242,6,66,M,2,501459.5,6,9,alto,no
4123326,17,45,F,2,181347.7,4,7,alto,no
4123542,27,61,U,3,298270.39,2,5,alto,no
4123651,5,39,U,2,36877.03,6,9,bajo,no
4123816,4,20,U,2,26117.23,3,6,bajo,yes
4124100,9,33,M,2,42919.26,2,5,medio,no
4124205,6,25,U,3,117052.7,3,6,medio,no
4124913,17,59,M,3,89438.22,6,9,medio,no
4124925,15,33,F,3,24877.28,1,5,bajo,no
4124935,8,34,M,2,51463.0,6,9,medio,no
4125085,8,55,F,2,47757.76,4,7,medio,no
4125670,4,23,U,2,26897.09,2,5,bajo,no
4126206,26,74,F,3,674638.13,1,7,alto,no
4126756,6,42,U,3,81099.69,5,8,medio,no
4126924,6,37,M,2,46272.4,6,9,medio,no
4127282,29,79,F,2,38022.45,1,4,medio,no
4127597,12,49,M,4,1358011.03,3,6,alto,no
4128771,15,66,F,2,31703.25,3,6,bajo,no
4129281,14,44,M,2,43846.77,0,3,medio,no
4129506,6,23,U,2,51421.8,1,4,medio,yes
4129537,35,58,F,5,518147.73,6,9,alto,no
4129662,13,55,M,2,25341.05,5,8,bajo,no
4129913,3,22,U,3,67483.59,3,6,medio,no
4129973,14,39,M,3,216497.01,3,6,alto,no
4130166,9,44,U,2,96189.18,6,9,medio,no
4130172,13,57,M,2,38975.83,5,8,medio,no
4130347,11,31,M,3,76588.28,6,9,medio,no
4130408,24,57,M,2,47042.05,1,4,medio,no
4131648,5,33,U,3,68522.83,2,5,medio,no
4132060,15,61,F,2,44242.14,2,5,medio,no
4132062,7,27,U,2,31608.67,6,9,bajo,no
4132450,8,48,M,2,106850.26,5,8,medio,no
4132556,14,51,M,2,46261.67,1,4,medio,no
4133405,13,37,M,4,173796.61,6,9,alto,no
4133463,3,61,F,2,440193.94,5,8,alto,no
4133509,8,65,M,2,309146.02,6,9,alto,no
4134088,12,46,F,2,96846.13,5,8,medio,no
4134354,15,64,M,2,77178.25,2,5,medio,no
4134661,4,36,U,2,27254.83,2,5,bajo,no
4134674,18,29,F,3,85490.07,6,9,medio,yes
4134775,7,29,U,2,38279.72,0,3,medio,no
4135136,11,53,F,2,110819.52,1,4,medio,no
4135204,12,27,F,2,37020.81,1,4,bajo,yes
4135603,21,65,F,3,218626.69,0,3,alto,no
4135604,5,31,F,2,54145.28,1,4,medio,no
4135771,6,28,U,2,33033.1,1,4,bajo,no
4135832,22,63,U,2,39929.94,0,4,medio,no
4136161,11,48,F,2,27935.7,1,4,bajo,no
4136269,11,79,M,2,31525.8,2,5,bajo,no
4137311,5,45,M,2,46569.61,1,4,medio,no
4137437,14,39,M,2,397905.38,0,3,alto,no
4137479,5,20,U,3,35636.54,3,6,bajo,yes
4137841,18,73,M,2,368899.9,6,9,alto,no
4137856,4,27,U,2,29786.66,0,3,bajo,no
4137918,14,47,F,2,32851.21,4,7,bajo,no
4137955,10,47,M,2,43638.66,1,4,medio,no
4138042,15,47,U,3,134764.95,3,6,medio,no
4138511,6,32,U,2,52809.14,0,3,medio,no
4138774,19,44,M,3,88460.54999999999,4,7,medio,no
4138843,14,42,F,2,57242.09,3,6,medio,no
4138900,7,69,M,2,226226.67,4,7,alto,no
4139086,6,52,U,3,40178.56,4,7,medio,no
4139445,5,41,F,2,44989.06,0,3,medio,no
4139496,12,44,M,2,78679.22,6,9,medio,no
4139600,21,62,F,2,29867.61,6,9,bajo,no
4139631,21,54,M,4,129650.88,2,5,medio,no
4139697,32,69,M,3,157300.28999999998,5,8,alto,no
4139977,17,36,M,3,83294.22,0,3,medio,no
4140276,5,57,U,2,33481.45,6,9,bajo,no
4140577,11,58,M,4,558829.37,6,9,alto,no
4140751,5,49,U,2,27774.84,2,5,bajo,no
4141484,23,68,F,2,36742.95,3,6,bajo,no
4141660,24,63,F,2,75912.42,3,6,medio,no
4141865,24,75,M,3,104845.15,0,5,medio,no
4141937,26,65,F,2,57313.32,6,9,medio,no
4142015,17,59,F,2,69437.39,1,4,medio,no
4142051,12,44,F,2,58001.68,2,5,medio,no
4142199,7,67,U,3,278541.3,6,9,alto,no
4142389,28,77,M,2,413692.64,6,9,alto,no
4142755,12,41,F,2,140887.34,2,5,alto,no
4142763,8,57,F,2,435066.87,1,4,alto,no
4143163,21,32,M,2,30645.57,4,7,bajo,yes
4143292,6,49,U,2,69694.4,1,4,medio,no
4143462,10,32,F,2,36342.84,1,4,bajo,no
4143564,27,54,F,4,331882.97,6,9,alto,no
4144091,21,25,F,3,329412.53,6,9,alto,yes
4144892,18,53,F,2,78778.03,1,4,medio,no
4145296,8,39,U,2,364548.16,6,9,alto,no
4145746,10,54,M,2,24296.43,5,8,bajo,no
4145904,28,47,M,3,1680085.16,6,9,alto,no
4146433,14,44,F,2,45604.24,1,4,medio,no
4147030,11,33,M,2,114123.49,5,8,medio,no
4147280,12,35,F,2,32891.68,5,8,bajo,no
4147935,23,56,F,2,94216.24,1,4,medio,no
4147941,28,61,M,4,173341.52000000002,6,9,alto,no
4148066,5,45,U,2,37443.31,2,5,bajo,no
4148135,7,60,U,2,49762.96,5,8,medio,no
4148488,28,84,F,2,47620.26,1,4,medio,no
4148564,17,52,F,2,54490.85,5,8,medio,no
4148568,5,55,U,2,42272.11,5,8,medio,no
4149206,27,56,F,2,27023.89,1,4,bajo,no
4149505,7,28,U,2,55240.92,1,4,medio,no
4149721,15,59,M,2,61582.42,1,4,medio,no
4149810,11,31,M,3,97730.38,3,6,medio,no
4149922,13,51,M,2,91574.39,0,3,medio,no
4150418,21,67,F,3,1353228.92,4,7,alto,no
4150493,6,26,U,2,25195.99,6,9,bajo,no
4150996,14,44,F,2,219641.8,1,4,alto,no
4151322,10,42,M,2,35725.36,3,6,bajo,no
4151424,12,65,M,2,110465.61,2,5,medio,no
4151497,6,43,U,2,89945.26,1,4,medio,no
4151874,4,61,U,2,133816.05,3,6,medio,no
4152089,4,79,F,2,189555.29,0,4,alto,no
4152139,22,38,M,3,191769.61,4,7,alto,yes
4152464,9,51,F,2,29859.98,2,5,bajo,no
4152488,16,61,F,2,74211.45999999999,1,4,medio,no
4152738,15,74,F,2,108663.8,5,8,medio,no
4152899,7,32,U,2,67100.9,3,6,medio,no
4153198,15,53,F,2,61731.66,0,3,medio,no
4153564,7,30,U,2,30792.02,6,9,bajo,no
4153919,13,49,M,2,267771.89,1,4,alto,no
4153931,5,60,U,3,1420512.22,6,9,alto,no
4154215,3,35,U,2,27715.06,0,3,bajo,no
4155073,6,67,U,2,523389.26,6,9,alto,no
4155300,13,25,M,3,57014.74,6,9,medio,yes
4155707,25,61,F,2,42548.3,2,5,medio,no
4155983,4,23,U,2,28037.01,5,8,bajo,no
4155989,22,25,U,2,51297.63,6,9,medio,yes
4156023,5,36,U,2,52433.67,2,5,medio,no
4156324,8,35,U,2,41515.83,1,4,medio,no
4156608,6,51,F,2,33333.27,1,4,bajo,no
4156655,21,48,F,3,126771.25,0,3,medio,no
4157037,14,45,F,3,61110.35,1,4,medio,no
4157945,15,57,M,2,180841.99,6,9,alto,no
4158404,5,40,U,3,28012.74,6,9,bajo,no
4158625,24,77,F,2,142163.27000000002,6,9,alto,no
4158999,5,73,U,2,43729.46,6,9,medio,no
4159174,5,71,U,3,68192.4,5,8,medio,no
4159208,8,50,U,2,51553.33,4,7,medio,no
4159288,13,50,M,3,100494.51,6,9,medio,no
4159523,4,37,U,2,59050.39,0,3,medio,no
4159731,6,24,U,2,32718.2,3,6,bajo,no
4160074,4,35,U,3,46517.88,1,4,medio,no
4160078,5,28,U,2,81055.65,0,4,medio,no
4160315,4,60,U,2,37019.62,2,5,bajo,no
4160440,5,59,U,2,42738.14,2,5,medio,no
4160665,7,65,U,2,115662.5,0,3,medio,no
4160742,15,43,M,2,27728.78,2,5,bajo,no
4160955,9,71,F,2,28796.92,3,6,bajo,no
4161643,4,60,U,2,36507.49,0,3,bajo,no
4161696,16,44,M,2,327610.8,0,3,alto,no
4161741,6,38,F,2,31323.39,3,6,bajo,no
4162111,22,50,F,2,101696.93,1,4,medio,no
4162465,9,48,F,2,63229.78,6,9,medio,no
4162600,15,33,M,2,36860.16,6,9,bajo,no
4162726,12,32,F,2,34477.18,5,8,bajo,no
4163260,11,58,F,2,26303.81,1,4,bajo,no
4163739,6,60,U,2,55102.74,6,9,medio,no
4163891,27,56,F,2,96378.86,5,8,medio,no
4164346,31,56,M,2,26187.27,0,3,bajo,no
4164359,11,32,F,2,90562.07,5,8,medio,no
4164474,8,26,F,2,51226.7,6,9,medio,no
4165012,5,40,F,2,26437.89,5,8,bajo,no
4165094,6,39,U,2,42959.36,6,9,medio,no
4165138,14,40,M,2,154690.84999999998,1,4,alto,no
4165370,22,34,F,2,51894.44,0,3,medio,yes
4165514,6,39,U,2,25254.5,3,6,bajo,no
4165591,10,72,F,2,219042.17,6,9,alto,no
4165625,6,56,M,2,216078.96,6,9,alto,no
4166100,23,70,F,3,60955.68,6,9,medio,no
4166251,5,59,F,2,101268.38,6,9,medio,no
4166548,14,41,M,2,45205.4,0,3,medio,no
4166734,7,34,U,2,70296.44,0,3,medio,no
4166740,7,33,U,3,79011.34,6,9,medio,no
4166764,5,50,U,2,45566.3,3,6,medio,no
4166825,20,62,F,2,62830.19,0,3,medio,no
4166929,16,64,M,2,880963.3200000001,4,7,alto,no
4167002,12,52,F,2,30691.67,0,3,bajo,no
4167815,10,65,F,2,86785.95999999999,6,9,medio,no
4167905,14,51,F,2,39263.59,1,4,medio,no
4168213,6,61,M,2,212368.53,0,3,alto,no
4168408,16,49,F,2,38257.62,4,7,medio,no
4169017,16,34,F,3,121924.33,2,5,medio,no
4169696,26,73,F,3,648583.01,4,8,alto,no
4169758,12,36,M,2,26975.46,2,5,bajo,no
4169955,11,79,F,2,242974.16,6,9,alto,no
4170203,13,36,M,3,105148.13,5,8,medio,no
4170232,35,70,M,4,3354141.15,6,9,alto,no
4170491,7,42,U,2,55839.76,0,3,medio,no
4170615,10,60,F,2,47417.52,2,5,medio,no
4171396,6,38,U,2,41434.6,1,4,medio,no
4171954,12,76,M,2,191537.4,4,7,alto,no
4172387,15,58,F,2,34649.81,1,4,bajo,no
4172424,13,75,F,2,73136.04000000001,3,6,medio,no
4172856,15,47,M,3,161893.65000000002,1,4,alto,no
4172892,19,54,M,3,185151.59000000003,4,7,alto,no
4172990,11,42,F,2,141805.45,0,3,alto,no
4173631,9,27,M,2,86882.18,1,4,medio,no
4173645,6,19,U,2,26637.62,1,5,bajo,yes
4173840,15,43,F,2,40223.56,5,8,medio,no
4174109,2,25,U,3,93812.13,4,7,medio,no
4174182,18,55,M,2,157837.74,6,9,alto,no
4174312,12,35,F,2,30666.17,2,5,bajo,no
4174656,7,27,U,2,33677.649999999994,3,6,bajo,no
4174659,19,43,F,2,147358.59,2,5,alto,no
4174660,12,68,M,2,99436.14,0,3,medio,no
4174800,27,49,M,4,159151.0,6,9,alto,no
4174880,35,86,M,3,1307373.86,6,9,alto,no
4174906,8,27,U,3,132729.05,6,9,medio,no
4175085,5,49,M,2,164784.5,6,9,alto,no
4175200,6,24,F,2,27029.73,1,4,bajo,no
4175382,23,47,M,3,96851.96,3,6,medio,no
4175819,16,43,F,2,195944.85,6,9,alto,no
4176118,17,50,F,2,35339.98,4,7,bajo,no
4176656,4,50,U,4,64075.8,4,7,medio,no
4176901,21,57,M,3,458783.93,3,6,alto,no
4177113,8,66,M,2,571579.2000000001,0,3,alto,no
4177659,7,34,U,2,56893.64,1,4,medio,no
4177680,4,68,U,2,27973.68,4,7,bajo,no
4177841,23,41,F,2,27323.77,4,7,bajo,no
4177888,22,90,M,3,63667.16,5,8,medio,no
4177979,8,66,M,3,56629.99,6,9,medio,no
4178298,13,69,M,2,489408.45,3,6,alto,no
4178617,7,51,U,2,32851.21,0,3,bajo,no
4178665,8,28,M,2,110444.87,6,9,medio,no
4179100,23,50,F,3,230609.63,3,6,alto,no
4179192,12,54,F,2,409709.4,0,3,alto,no
4179251,6,29,U,2,111555.67,2,5,medio,no
4179288,14,50,U,2,38061.25,0,3,medio,no
4179364,3,52,U,2,61103.69,3,6,medio,no
4179430,9,66,M,2,4635079.65,6,9,alto,no
4179527,5,23,M,2,29642.28,2,5,bajo,no
4180058,4,53,M,2,47157.66,2,5,medio,no
4180417,12,56,M,3,41093.21,3,7,medio,no
4180738,20,51,F,2,46656.78,2,5,medio,no
4181418,11,70,M,2,47399.92999999999,3,6,medio,no
4181923,14,53,F,2,77403.26999999999,2,5,medio,no
4182207,3,51,U,2,36928.29,0,3,bajo,no
4182475,23,48,M,2,70333.07,1,5,medio,no
4182696,5,33,U,2,28143.3,0,3,bajo,no
4183199,10,56,F,2,82156.41,0,3,medio,no
4183213,15,65,F,2,45912.98,5,8,medio,no
4183269,23,50,M,2,68652.03,0,3,medio,no
4184757,5,46,U,2,48630.32,1,4,medio,no
4184831,14,31,M,2,83098.01,3,6,medio,yes
4184834,6,29,U,2,62492.12,4,7,medio,no
4184921,6,53,U,2,170764.31,6,9,alto,no
4185078,6,48,U,2,63464.5,3,6,medio,no
4185089,34,77,F,2,530240.26,1,4,alto,no
4185375,5,29,U,2,39656.03,6,9,medio,no
4185812,15,63,F,2,34939.23,1,4,bajo,no
4186429,15,35,M,2,82689.29999999999,0,3,medio,no
4187030,5,22,U,3,54441.39,1,4,medio,yes
4187058,22,50,M,2,65251.44,6,9,medio,no
4187113,8,45,U,2,57560.7,1,4,medio,no
4187527,20,28,F,2,24938.67,2,5,bajo,yes
4188215,8,32,U,2,45351.53,0,3,medio,no
4188605,16,39,F,2,25041.42,1,4,bajo,no
4188694,20,62,F,2,286232.05,2,5,alto,no
4189075,5,21,U,2,40890.44,4,7,medio,yes
4189157,5,54,F,2,37448.49,0,3,bajo,no
4189206,22,51,M,2,106022.75,5,8,medio,no
4189284,4,24,U,2,34421.57,3,6,bajo,no
4189492,20,54,F,2,50521.57,6,9,medio,no
4190250,4,67,U,2,330461.49,5,8,alto,no
4190314,15,61,F,2,37157.45,1,4,bajo,no
4190386,21,64,M,3,48782.78,6,9,medio,no
4190442,4,37,U,2,30933.78,4,7,bajo,no
4190539,16,52,M,2,83033.67,0,3,medio,no
4190859,6,68,U,2,55924.92,3,6,medio,no
4191804,4,47,F,2,49794.1,3,6,medio,no
4192635,7,74,U,2,276377.34,6,9,alto,no
4192640,14,54,M,2,97914.4,3,6,medio,no
4192940,5,50,U,2,40204.21,4,7,medio,no
4193281,12,74,U,2,155735.69,5,8,alto,no
4193596,15,46,F,2,91391.97,2,5,medio,no
4193650,28,43,M,3,3171343.45,6,9,alto,yes
4194127,6,49,U,2,29148.04,1,4,bajo,no
4194716,16,35,U,2,61763.31,2,5,medio,no
4194814,21,71,M,2,359073.01,6,9,alto,no
4194896,10,56,F,2,43024.23,0,3,medio,no
4195484,9,55,F,2,24698.82,3,6,bajo,no
4195653,9,41,M,2,35478.869999999995,0,3,bajo,no
4195684,5,30,U,2,51157.94,2,5,medio,no
4195754,12,30,F,2,33091.68,1,4,bajo,no
4196018,5,59,M,2,120469.57,6,9,medio,no
4196060,22,66,F,2,292281.4,1,4,alto,no
4196075,7,73,U,2,174103.57,3,6,alto,no
4197158,8,48,M,2,87578.35,6,9,medio,no
4197171,9,31,M,2,68529.33,6,9,medio,no
4197208,18,53,M,2,99899.64,1,4,medio,no
4197302,6,31,U,2,48653.03999999999,1,4,medio,no
4197604,23,54,F,2,105036.92,0,3,medio,no
4197951,7,56,M,2,339062.45,1,4,alto,no
4198518,24,65,F,3,388692.25,6,9,alto,no
4198690,12,36,M,2,164815.05,5,8,alto,no
4198709,20,45,M,4,66026.48999999999,6,9,medio,no
4198745,21,33,M,4,111695.42,6,9,medio,yes
4198772,15,65,M,2,94219.58,2,5,medio,no
4198807,5,45,M,2,40335.57,6,9,medio,no
4199359,10,28,U,2,43118.74,6,9,medio,no
4199402,6,69,U,2,98835.19,6,9,medio,no
4199701,20,69,M,3,232331.01,3,6,alto,no
4199750,4,79,U,2,70489.04000000001,0,3,medio,no
4200308,3,38,U,4,72180.42,6,9,medio,no
4200640,5,40,U,3,62142.95,4,7,medio,no
4201118,11,48,F,2,112044.54,2,5,medio,no
4201434,7,65,U,2,316884.42,4,8,alto,no
4201753,16,41,M,2,82297.36,6,9,medio,no
4202044,23,41,F,2,81986.98999999999,1,4,medio,no
4202376,15,45,F,2,575264.3,6,9,alto,no
4202537,17,20,M,2,43660.7,4,7,medio,yes
4202730,5,60,U,2,252331.21,4,7,alto,no
4202815,4,22,U,4,108977.36,6,9,medio,no
4203023,7,33,U,2,65144.89,2,5,medio,no
4203251,25,55,M,3,515778.25,3,6,alto,no
4203290,7,55,U,4,637396.43,5,8,alto,no
4203297,6,32,U,2,50972.88,6,9,medio,no
4203585,6,33,U,3,32276.38,6,9,bajo,no
4203682,13,34,F,2,106164.16,6,9,medio,no
4203907,10,40,M,2,38994.44,4,7,medio,no
4204215,8,28,M,2,72521.83,6,9,medio,no
4204378,5,54,U,2,48444.5,0,3,medio,no
4204704,13,51,F,2,265581.73,0,3,alto,no
4204839,5,25,U,2,53699.05,5,8,medio,no
4204881,5,26,U,2,29667.65,0,3,bajo,no
4204913,11,55,F,2,793763.12,5,8,alto,no
4205329,8,58,F,2,56940.14,2,5,medio,no
4205704,5,23,U,2,48397.9,4,7,medio,no
4205714,33,68,U,2,231211.86,1,4,alto,no
4206279,8,30,M,3,88921.15,5,8,medio,no
4206785,32,69,F,2,121194.61,6,9,medio,no
4207065,5,31,F,2,94923.16,6,9,medio,no
4207164,10,58,M,2,88585.51999999999,6,9,medio,no
4207484,6,23,U,2,26843.55,0,4,bajo,yes
